#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
ATP6V0E1--CTTNBP2NL	1	ATP6V0E1	2242	chr5:172994822:+	CTTNBP2NL	9982	chr1:112412194:+	ONLY_REF_SPLICE	m64139_220127_180020/133105463/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr1]"]	0.226	1.0	True
ATP8A1--MGAT5	1	ATP8A1	1297	chr4:42656825:-	MGAT5	54465	chr2:134317529:+	ONLY_REF_SPLICE	m64139_220127_180020/144836010/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr2]"]	0.226	1.0	True
ATP9B--ANP32B	1	ATP9B	21572	chr18:79214038:+	ANP32B	56684	chr9:97994631:+	ONLY_REF_SPLICE	m64139_220127_180020/107676368/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr9]"]	0.226	1.0	True
AVL9--ELMO1	1	AVL9	19049	chr7:32559464:+	ELMO1	39340	chr7:37342763:-	ONLY_REF_SPLICE	m64139_220127_180020/87556582/ccs	0.226	["INTRACHROMOSOMAL[chr7:4.27Mb]"]	0.226	1.0	True
AVL9--ZNF12	1	AVL9	1377	chr7:32495802:+	ZNF12	39289	chr7:6692703:-	ONLY_REF_SPLICE	m64139_220127_180020/107939187/ccs	0.226	["INTRACHROMOSOMAL[chr7:25.79Mb]"]	0.226	1.0	True
ANO6--GXYLT1	1	ANO6	1405	chr12:45216391:+	GXYLT1	44827	chr12:42098033:-	ONLY_REF_SPLICE	m64139_220127_180020/90112382/ccs	0.226	["INTRACHROMOSOMAL[chr12:3.07Mb]"]	0.226	1.0	True
ANKRD33B--FAM120A	1	ANKRD33B	5492	chr5:10638168:+	FAM120A	31233	chr9:93543222:+	ONLY_REF_SPLICE	m64139_220127_180020/40371851/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr9]"]	0.226	1.0	True
ANKRD17--LGALS8	1	ANKRD17	16024	chr4:73141741:-	LGALS8	59981	chr1:236543560:+	ONLY_REF_SPLICE	m64139_220127_180020/35456658/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr1]"]	0.226	1.0	True
ADIPOR2--PRR4	1	ADIPOR2	2288	chr12:1691213:+	PRR4	21151	chr12:10848407:-	ONLY_REF_SPLICE	m64139_220127_180020/153682782/ccs	0.226	["INTRACHROMOSOMAL[chr12:9.06Mb]"]	0.226	1.0	True
AAMP--CLK1	1	AAMP	1797	chr2:218269382:-	CLK1	15238	chr2:200856985:-	ONLY_REF_SPLICE	m64139_220127_180020/159778432/ccs	0.226	["INTRACHROMOSOMAL[chr2:17.40Mb]"]	0.226	1.0	True
ABCA7--P4HB	1	ABCA7	4840	chr19:1043841:+	P4HB	32329	chr17:81855586:-	ONLY_REF_SPLICE	m64139_220127_180020/37488542/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr17]"]	0.226	1.0	True
ABCD2--KIF21A	1	ABCD2	10946	chr12:39573716:-	KIF21A	20510	chr12:39370261:-	ONLY_REF_SPLICE	m64139_220127_180020/65931583/ccs	0.226	["INTRACHROMOSOMAL[chr12:0.11Mb]"]	0.226	1.0	True
ABI1--SLC35A5	1	ABI1	8162	chr10:26768852:-	SLC35A5	25826	chr3:112573889:+	ONLY_REF_SPLICE	m64139_220127_180020/157877955/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr3]"]	0.226	1.0	True
ACAD11--MBNL1	1	ACAD11	18556	chr3:132576944:-	MBNL1	37081	chr3:152414941:+	ONLY_REF_SPLICE	m64139_220127_180020/101582507/ccs	0.226	["INTRACHROMOSOMAL[chr3:19.58Mb]"]	0.226	1.0	True
ACIN1--DNAJC19	1	ACIN1	18897	chr14:23063436:-	DNAJC19	31123	chr3:180984710:-	ONLY_REF_SPLICE	m64139_220127_180020/33622565/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr3]"]	0.226	1.0	True
ACSL3--DIS3L2	1	ACSL3	6152	chr2:222887888:+	DIS3L2	48798	chr2:232163459:+	ONLY_REF_SPLICE	m64139_220127_180020/151978198/ccs	0.226	["INTRACHROMOSOMAL[chr2:9.02Mb]"]	0.226	1.0	True
ADAM17--COG3	1	ADAM17	5915	chr2:9543153:-	COG3	55787	chr13:45511765:+	ONLY_REF_SPLICE	m64139_220127_180020/31392727/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr13]"]	0.226	1.0	True
ADAM8--STAT6	1	ADAM8	10517	chr10:133267352:-	STAT6	26082	chr12:57102921:-	ONLY_REF_SPLICE	m64139_220127_180020/31392928/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr12]"]	0.226	1.0	True
ADAR--WAPL	1	ADAR	4503	chr1:154607992:-	WAPL	28363	chr10:86500743:-	ONLY_REF_SPLICE	m64139_220127_180020/34539854/ccs	0.226	[]	0.226	1.0	True
ADD3--PDCD4	1	ADD3	23380	chr10:110132400:+	PDCD4	33472	chr10:110881233:+	ONLY_REF_SPLICE	m64139_220127_180020/50136311/ccs	0.226	["INTRACHROMOSOMAL[chr10:0.74Mb]"]	0.226	1.0	True
ADGRG5--ANP32B	1	ADGRG5	8546	chr16:57568124:+	ANP32B	20468	chr9:97994631:+	ONLY_REF_SPLICE	m64139_220127_180020/150210341/ccs	0.226	[]	0.226	1.0	True
ADK--RASGRP1	1	ADK	11565	chr10:74398579:+	RASGRP1	51834	chr15:38490688:-	ONLY_REF_SPLICE	m64139_220127_180020/45943258/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr15]"]	0.226	1.0	True
ANAPC5--CEPT1	1	ANAPC5	15004	chr12:121330583:-	CEPT1	32307	chr1:111147642:+	ONLY_REF_SPLICE	m64139_220127_180020/3213686/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr1]"]	0.226	1.0	True
AFF1--HNRNPD	1	AFF1	3385	chr4:86948571:+	HNRNPD	38828	chr4:82359639:-	ONLY_REF_SPLICE	m64139_220127_180020/123142571/ccs	0.226	["INTRACHROMOSOMAL[chr4:4.56Mb]"]	0.226	1.0	True
AFF1--PFDN1	1	AFF1	3385	chr4:86948571:+	PFDN1	38938	chr5:140281533:-	ONLY_REF_SPLICE	m64139_220127_180020/134742187/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr5]"]	0.226	1.0	True
AFF1--SRSF11	1	AFF1	3385	chr4:86948571:+	SRSF11	36730	chr1:70221615:+	ONLY_REF_SPLICE	m64139_220127_180020/123406774/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr1]"]	0.226	1.0	True
AGBL3--HMGB1	1	AGBL3	3630	chr7:134989310:+	HMGB1	34588	chr13:30463694:-	ONLY_REF_SPLICE	m64139_220127_180020/92276331/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr13]"]	0.226	1.0	True
AGO3--PCF11	1	AGO3	1728	chr1:35931445:+	PCF11	46862	chr11:83163679:+	ONLY_REF_SPLICE	m64139_220127_180020/98632960/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr11]"]	0.226	1.0	True
AGPAT4--PICALM	1	AGPAT4	2391	chr6:161232036:-	PICALM	29259	chr11:86031611:-	ONLY_REF_SPLICE	m64139_220127_180020/94176174/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr11]"]	0.226	1.0	True
AGPAT5--DST	1	AGPAT5	11213	chr8:6755174:+	DST	121826	chr6:56492433:-	ONLY_REF_SPLICE	m64139_220127_180020/127862743/ccs	0.226	["INTERCHROMOSOMAL[chr8--chr6]"]	0.226	1.0	True
AHSA1--FANCD2	1	AHSA1	2591	chr14:77459806:+	FANCD2	45774	chr3:10090292:+	ONLY_REF_SPLICE	m64139_220127_180020/165741224/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr3]"]	0.226	1.0	True
AKAP13--OS9	1	AKAP13	20334	chr15:85585823:+	OS9	70071	chr12:57715760:+	ONLY_REF_SPLICE	m64139_220127_180020/53675476/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr12]"]	0.226	1.0	True
AKAP8L--BTF3	1	AKAP8L	3370	chr19:15410520:-	BTF3	21587	chr5:73502488:+	ONLY_REF_SPLICE	m64139_220127_180020/131728347/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr5]"]	0.226	1.0	True
ALG13--SHQ1	1	ALG13	34035	chrX:111757762:+	SHQ1	57230	chr3:72750836:-	ONLY_REF_SPLICE	m64139_220127_180020/70191311/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr3]"]	0.226	1.0	True
AMOTL1--SLC25A46	1	AMOTL1	4572	chr11:94768560:+	SLC25A46	35468	chr5:110746269:+	ONLY_REF_SPLICE	m64139_220127_180020/147719534/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr5]"]	0.226	1.0	True
AZIN1--CSTF2	1	AZIN1	11447	chr8:102838744:-	CSTF2	30042	chrX:100828040:+	ONLY_REF_SPLICE	m64139_220127_180020/24379932/ccs	0.226	["INTERCHROMOSOMAL[chr8--chrX]"]	0.226	1.0	True
B4GALT1--MLLT3	1	B4GALT1	1599	chr9:33166758:-	MLLT3	19157	chr9:20414425:-	ONLY_REF_SPLICE	m64139_220127_180020/111610531/ccs	0.226	["INTRACHROMOSOMAL[chr9:12.48Mb]"]	0.226	1.0	True
B4GALT4--IGSF11	1	B4GALT4	12632	chr3:119216240:-	IGSF11	30767	chr3:118930275:-	ONLY_REF_SPLICE	m64139_220127_180020/104794030/ccs	0.226	["INTRACHROMOSOMAL[chr3:0.07Mb]","NEIGHBORS[65664]"]	0.226	1.0	True
CCDC22--DDB2	1	CCDC22	2588	chrX:49237263:+	DDB2	16777	chr11:47232814:+	ONLY_REF_SPLICE	m64139_220127_180020/179047228/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr11]"]	0.226	1.0	True
C8orf44--TAOK3	1	C8orf44	5650	chr8:66680024:+	TAOK3	40558	chr12:118162027:-	ONLY_REF_SPLICE	m64139_220127_180020/46007877/ccs	0.226	["INTERCHROMOSOMAL[chr8--chr12]"]	0.226	1.0	True
CA5B--FBXW7	1	CA5B	8332	chrX:15764775:+	FBXW7	36677	chr4:152350124:-	ONLY_REF_SPLICE	m64139_220127_180020/36767391/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr4]"]	0.226	1.0	True
CACNB4--SEC23A	1	CACNB4	19068	chr2:151876426:-	SEC23A	70433	chr14:39063413:-	ONLY_REF_SPLICE	m64139_220127_180020/109708237/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr14]"]	0.226	1.0	True
CAMK2D--UBE3A	1	CAMK2D	9970	chr4:113609152:-	UBE3A	56346	chr15:25405502:-	ONLY_REF_SPLICE	m64139_220127_180020/136645442/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr15]"]	0.226	1.0	True
CARD11--GTF2I	1	CARD11	26914	chr7:2912172:-	GTF2I	71101	chr7:74756820:+	ONLY_REF_SPLICE	m64139_220127_180020/78644316/ccs	0.226	["INTRACHROMOSOMAL[chr7:71.61Mb]"]	0.226	1.0	True
CARNMT1-AS1--ARHGAP4	1	CARNMT1-AS1	1150	chr9:74953117:+	ARHGAP4	14883	chrX:153921809:-	ONLY_REF_SPLICE	m64139_220127_180020/34144396/ccs	0.226	[]	0.226	1.0	True
CBFB--TRMT1L	1	CBFB	8369	chr16:67082308:+	TRMT1L	17577	chr1:185151935:-	ONLY_REF_SPLICE	m64139_220127_180020/48169688/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr1]"]	0.226	1.0	True
CBX5--GNMT	1	CBX5	1126	chr12:54280008:-	GNMT	26477	chr6:42962212:+	ONLY_REF_SPLICE	m64139_220127_180020/171968290/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr6]"]	0.226	1.0	True
CC2D1A--TYK2	1	CC2D1A	9143	chr19:13919202:+	TYK2	36656	chr19:10356718:-	ONLY_REF_SPLICE	m64139_220127_180020/16974426/ccs	0.226	["INTRACHROMOSOMAL[chr19:3.53Mb]"]	0.226	1.0	True
CCDC138--C11orf80	1	CCDC138	10265	chr2:108816105:+	C11orf80	25139	chr11:66748379:+	ONLY_REF_SPLICE	m64139_220127_180020/45285437/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr11]"]	0.226	1.0	True
CCDC18--RAB3GAP1	1	CCDC18	13237	chr1:93207398:+	RAB3GAP1	72713	chr2:135162555:+	ONLY_REF_SPLICE	m64139_220127_180020/69206836/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr2]"]	0.226	1.0	True
CCDC18-AS1--SORL1	1	CCDC18-AS1	17800	chr1:93290565:-	SORL1	75254	chr11:121621064:+	ONLY_REF_SPLICE	m64139_220127_180020/72550605/ccs	0.226	[]	0.226	1.0	True
CCDC7--ZEB1	1	CCDC7	9652	chr10:32474023:+	ZEB1	64223	chr10:31373018:+	ONLY_REF_SPLICE	m64139_220127_180020/77597277/ccs	0.226	["INTRACHROMOSOMAL[chr10:1.16Mb]"]	0.226	1.0	True
C2CD3--USP16	1	C2CD3	2743	chr11:74168344:-	USP16	76099	chr21:29034837:+	ONLY_REF_SPLICE	m64139_220127_180020/49546958/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr21]"]	0.226	1.0	True
CCNG2--KLHDC2	1	CCNG2	6531	chr4:77164479:+	KLHDC2	26477	chr14:49774561:+	ONLY_REF_SPLICE	m64139_220127_180020/169345130/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr14]"]	0.226	1.0	True
CCNK--IRAK4	1	CCNK	7236	chr14:99500871:+	IRAK4	29251	chr12:43777630:+	ONLY_REF_SPLICE	m64139_220127_180020/50267990/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr12]"]	0.226	1.0	True
CD22--CABIN1	1	CD22	5338	chr19:35332074:+	CABIN1	37715	chr22:24072354:+	ONLY_REF_SPLICE	m64139_220127_180020/121963056/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr22]"]	0.226	1.0	True
CD22--TYK2	1	CD22	6188	chr19:35332924:+	TYK2	27824	chr19:10362657:-	ONLY_REF_SPLICE	m64139_220127_180020/147392459/ccs	0.226	["INTRACHROMOSOMAL[chr19:24.94Mb]"]	0.226	1.0	True
CD22--TYK2	1	CD22	6188	chr19:35332924:+	TYK2	31684	chr19:10358138:-	ONLY_REF_SPLICE	m64139_220127_180020/135464620/ccs	0.226	["INTRACHROMOSOMAL[chr19:24.94Mb]"]	0.226	1.0	True
CD58--MARCHF5	1	CD58	4773	chr1:116521906:-	MARCHF5	18469	chr10:92351091:+	ONLY_REF_SPLICE	m64139_220127_180020/129499508/ccs	0.226	[]	0.226	1.0	True
CDC123--MIB1	1	CDC123	2427	chr10:12198776:+	MIB1	19975	chr18:21765772:+	ONLY_REF_SPLICE	m64139_220127_180020/28246696/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr18]"]	0.226	1.0	True
CDC14A--MED9	1	CDC14A	8790	chr1:100390824:+	MED9	37690	chr17:17491279:+	ONLY_REF_SPLICE	m64139_220127_180020/9307176/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr17]"]	0.226	1.0	True
CDIN1--STK33	1	CDIN1	23668	chr15:36709961:+	STK33	42723	chr11:8475066:-	ONLY_REF_SPLICE	m64139_220127_180020/171966514/ccs	0.226	[]	0.226	1.0	True
CDK12--CHAF1B	1	CDK12	4517	chr17:39471763:+	CHAF1B	45620	chr21:36402758:+	ONLY_REF_SPLICE	m64139_220127_180020/95618068/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr21]"]	0.226	1.0	True
CDK17--IRAG2	1	CDK17	1495	chr12:96399986:-	IRAG2	50714	chr12:25079244:+	ONLY_REF_SPLICE	m64139_220127_180020/143133109/ccs	0.226	[]	0.226	1.0	True
CEBPZ--TPT1	1	CEBPZ	13309	chr2:37210999:-	TPT1	19807	chr13:45340184:-	ONLY_REF_SPLICE	m64139_220127_180020/133237202/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr13]"]	0.226	1.0	True
C4orf33--RNF19A	1	C4orf33	5617	chr4:129102791:+	RNF19A	24897	chr8:100288267:-	ONLY_REF_SPLICE	m64139_220127_180020/2492700/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr8]"]	0.226	1.0	True
C19orf48P--ZNF600	1	C19orf48P	3713	chr19:50802217:-	ZNF600	13222	chr19:52781055:-	ONLY_REF_SPLICE	m64139_220127_180020/72615156/ccs	0.226	[]	0.226	1.0	True
B4GALT6--MATR3	1	B4GALT6	7226	chr18:31638644:-	MATR3	30809	chr5:139319334:+	ONLY_REF_SPLICE	m64139_220127_180020/161745435/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr5]"]	0.226	1.0	True
BMS1P2--RBM26	1	BMS1P2	7796	chr10:47542167:-	RBM26	13678	chr13:79378907:-	ONLY_REF_SPLICE	m64139_220127_180020/24053321/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr13]"]	0.226	1.0	True
BARD1--IKZF2	1	BARD1	1272	chr2:214809412:-	IKZF2	24934	chr2:213148644:-	ONLY_REF_SPLICE	m64139_220127_180020/47187864/ccs	0.226	["INTRACHROMOSOMAL[chr2:1.57Mb]"]	0.226	1.0	True
BAZ1A--PJA2	1	BAZ1A	3435	chr14:34862044:-	PJA2	49106	chr5:109337356:-	ONLY_REF_SPLICE	m64139_220127_180020/134677562/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr5]"]	0.226	1.0	True
BCAS3--SMAD2	1	BCAS3	37888	chr17:61084564:+	SMAD2	64620	chr18:47896809:-	ONLY_REF_SPLICE	m64139_220127_180020/58853388/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr18]"]	0.226	1.0	True
BCKDHA--ENSG00000284691	1	BCKDHA	1128	chr19:41397935:+	ENSG00000284691	18462	chr7:150410160:+	ONLY_REF_SPLICE	m64139_220127_180020/82903752/ccs	0.226	[]	0.226	1.0	True
BCL2--ENSG00000267787	1	BCL2	3047	chr18:63318082:-	ENSG00000267787	29844	chr18:57731414:+	ONLY_REF_SPLICE	m64139_220127_180020/145426558/ccs	0.226	[]	0.226	1.0	True
BDNF-AS--KIF18A	1	BDNF-AS	9688	chr11:27584337:+	KIF18A	47269	chr11:28023850:-	ONLY_REF_SPLICE	m64139_220127_180020/151390460/ccs	0.226	["INTRACHROMOSOMAL[chr11:0.32Mb]"]	0.226	1.0	True
BISPR--RAB3GAP2	1	BISPR	2883	chr19:17413305:+	RAB3GAP2	27627	chr1:220196398:-	ONLY_REF_SPLICE	m64139_220127_180020/49349302/ccs	0.226	[]	0.226	1.0	True
BLK--XKR6	1	BLK	2697	chr8:11494591:+	XKR6	26032	chr8:11114092:-	ONLY_REF_SPLICE	m64139_220127_180020/20644012/ccs	0.226	["INTRACHROMOSOMAL[chr8:0.29Mb]"]	0.226	1.0	True
BLNK--DNAJC13	1	BLNK	1236	chr10:96271352:-	DNAJC13	76828	chr3:132516422:+	ONLY_REF_SPLICE	m64139_220127_180020/137234805/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr3]"]	0.226	1.0	True
BLTP2--TMC8	1	BLTP2	4566	chr17:28641889:-	TMC8	37322	chr17:78140834:+	ONLY_REF_SPLICE	m64139_220127_180020/114098561/ccs	0.226	[]	0.226	1.0	True
BLTP3B--APAF1	1	BLTP3B	9071	chr12:100095667:-	APAF1	47924	chr12:98699408:+	ONLY_REF_SPLICE	m64139_220127_180020/91947928/ccs	0.226	[]	0.226	1.0	True
BMS1P2--ASH1L	1	BMS1P2	7796	chr10:47542167:-	ASH1L	16308	chr1:155482449:-	ONLY_REF_SPLICE	m64139_220127_180020/41289053/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr1]"]	0.226	1.0	True
BMT2--FGFR1OP2	1	BMT2	3876	chr7:112915306:-	FGFR1OP2	21632	chr12:26963342:+	ONLY_REF_SPLICE	m64139_220127_180020/49285178/ccs	0.226	[]	0.226	1.0	True
C19orf25--PDS5A	1	C19orf25	1446	chr19:1478774:-	PDS5A	13619	chr4:39928164:-	ONLY_REF_SPLICE	m64139_220127_180020/139723297/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr4]"]	0.226	1.0	True
BPTF--LRRC37A2	1	BPTF	1835	chr17:67826337:+	LRRC37A2	51917	chr17:46517362:+	ONLY_REF_SPLICE	m64139_220127_180020/123798427/ccs	0.226	["CCLE_StarF2019","INTRACHROMOSOMAL[chr17:21.27Mb]"]	0.226	1.0	True
BPTF--PCNX4	1	BPTF	40156	chr17:67975958:+	PCNX4	53181	chr14:60114700:+	ONLY_REF_SPLICE	m64139_220127_180020/94701417/ccs	0.226	[]	0.226	1.0	True
BRAF--ARFGAP3	1	BRAF	34939	chr7:140734617:-	ARFGAP3	52075	chr22:42847632:-	ONLY_REF_SPLICE	m64139_220127_180020/98829670/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr22]"]	0.226	1.0	True
BRAF--ENSG00000225889	1	BRAF	33785	chr7:140739812:-	ENSG00000225889	61413	chr2:64226447:+	ONLY_REF_SPLICE	m64139_220127_180020/64554171/ccs	0.226	[]	0.226	1.0	True
BRCA2--EXTL2	1	BRCA2	4053	chr13:32319325:+	EXTL2	47411	chr1:100877903:-	ONLY_REF_SPLICE	m64139_220127_180020/97125179/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr1]"]	0.226	1.0	True
BRIP1--SRSF11	1	BRIP1	28792	chr17:61743013:-	SRSF11	47608	chr1:70221612:+	ONLY_REF_SPLICE	m64139_220127_180020/14746608/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr1]"]	0.226	1.0	True
BSG--AP3D1	1	BSG	2425	chr19:572701:+	AP3D1	28293	chr19:2118832:-	ONLY_REF_SPLICE	m64139_220127_180020/4983450/ccs	0.226	["INTRACHROMOSOMAL[chr19:1.52Mb]"]	0.226	1.0	True
BSG--BRD1	1	BSG	2425	chr19:572701:+	BRD1	16433	chr22:49824331:-	ONLY_REF_SPLICE	m64139_220127_180020/12911389/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr22]"]	0.226	1.0	True
BSG--FAM13B	1	BSG	2425	chr19:572701:+	FAM13B	17904	chr5:138021197:-	ONLY_REF_SPLICE	m64139_220127_180020/96470603/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr5]"]	0.226	1.0	True
BTG2--KIF18A	1	BTG2	1258	chr1:203305748:+	KIF18A	24070	chr11:28035494:-	ONLY_REF_SPLICE	m64139_220127_180020/13108014/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr11]"]	0.226	1.0	True
BTN3A1--KHDC1-AS1	1	BTN3A1	8553	chr6:26411581:+	KHDC1-AS1	21614	chr6:73284636:+	ONLY_REF_SPLICE	m64139_220127_180020/99682727/ccs	0.226	[]	0.226	1.0	True
C16orf74--PHF13	1	C16orf74	2250	chr16:85735190:-	PHF13	11557	chr1:6616757:+	ONLY_REF_SPLICE	m64139_220127_180020/18350789/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr1]"]	0.226	1.0	True
ENSG00000257221--PELI1	1	ENSG00000257221	3579	chr12:108636046:+	PELI1	15107	chr2:64100499:-	ONLY_REF_SPLICE	m64139_220127_180020/115082970/ccs	0.226	[]	0.226	1.0	True
ENSG00000267383--USP7	1	ENSG00000267383	8882	chr19:20217140:-	USP7	36683	chr16:8930397:-	ONLY_REF_SPLICE	m64139_220127_180020/109709921/ccs	0.226	[]	0.226	1.0	True
MSN--HSPH1	1	MSN	11953	chrX:65716901:+	HSPH1	36579	chr13:31152951:-	ONLY_REF_SPLICE	m64139_220127_180020/163643828/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr13]"]	0.226	1.0	True
LNPK--SLC5A3	1	LNPK	2769	chr2:175995558:-	SLC5A3	27421	chr21:34094863:+	ONLY_REF_SPLICE	m64139_220127_180020/52169292/ccs	0.226	[]	0.226	1.0	True
KRIT1--NPEPPS	1	KRIT1	6174	chr7:92240993:-	NPEPPS	53487	chr17:47599676:+	ONLY_REF_SPLICE	m64139_220127_180020/168757271/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr17]"]	0.226	1.0	True
KYAT3--NPIPB13	1	KYAT3	1369	chr1:88992585:-	NPIPB13	27076	chr16:30235579:-	ONLY_REF_SPLICE	m64139_220127_180020/69403893/ccs	0.226	[]	0.226	1.0	True
L3MBTL4--RAB12	1	L3MBTL4	1437	chr18:6414801:-	RAB12	38823	chr18:8633189:+	ONLY_REF_SPLICE	m64139_220127_180020/166660401/ccs	0.226	["INTRACHROMOSOMAL[chr18:2.19Mb]"]	0.226	1.0	True
LARP1--LTA	1	LARP1	24415	chr5:154811640:+	LTA	32815	chr6:31572734:+	ONLY_REF_SPLICE	m64139_220127_180020/146931841/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr6]"]	0.226	1.0	True
LARP4--SNX5	1	LARP4	15499	chr12:50441643:+	SNX5	34958	chr20:17961326:-	ONLY_REF_SPLICE	m64139_220127_180020/68224888/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr20]"]	0.226	1.0	True
LARP4--TBCEL	1	LARP4	2426	chr12:50401028:+	TBCEL	34283	chr11:121036505:+	ONLY_REF_SPLICE	m64139_220127_180020/62521845/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr11]"]	0.226	1.0	True
LARP4B--PANK2	1	LARP4B	17482	chr10:830867:-	PANK2	45133	chr20:3910577:+	ONLY_REF_SPLICE	m64139_220127_180020/79430327/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr20]"]	0.226	1.0	True
LAT2--ZSWIM8	1	LAT2	2727	chr7:74210088:+	ZSWIM8	31096	chr10:73800296:+	ONLY_REF_SPLICE	m64139_220127_180020/54395295/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr10]"]	0.226	1.0	True
LDHA--ODC1	1	LDHA	5754	chr11:18399548:+	ODC1	22429	chr2:10440868:-	ONLY_REF_SPLICE	m64139_220127_180020/96537126/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr2]"]	0.226	1.0	True
LEKR1--ARID5B	1	LEKR1	3721	chr3:156829377:+	ARID5B	25553	chr10:61940183:+	ONLY_REF_SPLICE	m64139_220127_180020/142345573/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr10]"]	0.226	1.0	True
LENG8--IRF4	1	LENG8	9787	chr19:54458521:+	IRF4	20890	chr6:397108:+	ONLY_REF_SPLICE	m64139_220127_180020/91357617/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr6]"]	0.226	1.0	True
LEO1--MCRIP1	1	LEO1	2847	chr15:51965749:-	MCRIP1	20419	chr17:81824554:-	ONLY_REF_SPLICE	m64139_220127_180020/131729989/ccs	0.226	[]	0.226	1.0	True
LIN7C--GNB1	1	LIN7C	3690	chr11:27499359:-	GNB1	23167	chr1:1839238:-	ONLY_REF_SPLICE	m64139_220127_180020/173606951/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr1]"]	0.226	1.0	True
LINC-PINT--BNIP2	1	LINC-PINT	9403	chr7:131052425:-	BNIP2	61358	chr15:59682514:-	ONLY_REF_SPLICE	m64139_220127_180020/20121235/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr15]"]	0.226	1.0	True
LINC-PINT--SCAPER	1	LINC-PINT	22565	chr7:130945720:-	SCAPER	64335	chr15:76857879:-	ONLY_REF_SPLICE	m64139_220127_180020/75236400/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr15]"]	0.226	1.0	True
LINC-PINT--SND1	1	LINC-PINT	29381	chr7:130912951:-	SND1	62901	chr7:127686613:+	ONLY_REF_SPLICE	m64139_220127_180020/52691988/ccs	0.226	["INTRACHROMOSOMAL[chr7:2.85Mb]"]	0.226	1.0	True
